id_producto|productos_ean|productos_descripcion|productos_cantidad_presentacion|productos_unidad_medida_presentacion|productos_marca
8445292348669|1|SOPA MAGGI CREMA ESPARRAG|68.00|gr|MAGGI
7798003741381|1|TE HEREDIA JENGIBRE|1.00|unidad|Sin Marca
7794728001519|1|CERA DEPIMIEL BANDAS P/ROSTRO 5gr|1|uni.|DEPIMIEL
7509552940480|1|KIT COLORACIÓN 5.62 CAST.ROJI. INTENSA GARNIER CJA 1 UNI|1|uni|GARNIER
0714604171911|1|PANCAKES D/AVENA KETO BYGIRO PAQ 248 GRM|248|grm|BYGIRO
7790070265463|1|ADEREZO P/ENSALADA SAB.CLÁSICO COCINERO PET 500 ML|500|ml|COCINERO
7791102073858|1|MICROONDAS COOP 30L|1.00|unidad|COOP
7790520028884|1|LUSTRAMUEBLES GRANITO Y MARMOL NARANJA BLEM AER 360 ML|360|ml|BLEM
7791540054266|1|VINO TINTO MALBEC FAIR FOR LIFE  BOT 750 ML|750|ml|FINCA LAS MORAS
7798040465097|1|BARRA D/CEREAL C/CARAMELO PROTEIN BENEVIA FWP 60 GRM|60|grm|BENEVIA
7861002900117|1|BOMBONES FERRERO ROCHER EST 100 GRM|100|grm|FERRERO ROCHER
7798377740027|1|LECHE LV DES CAB ESPINILL|1.00|l|CABAÑA ESPINILLOS
7790040139251|1|GALL MINIPOLVORITA CHO|147.00|gr|POLVORITA
7798113151278|1|GALLETITAS DALE RELL.VAINILLA 81gr|81|Gr|DILEXIS S.A.
7795722024016|1|CUCHARA MADERA JOVIFEL 35cm|1|uni.|CAMPAGNA HNOS E HIJOS SA
7794728013345|1|CREMA DEP.DEPIMIEL P/DUCHA MANZANILLA 12|120|Gr|DEPIMIEL
0022796910066|1|ACONDICIONADOR COCONUT MILK OGX BOT 385 ML|385|ml|OGX
7793742008252|1|EMULSION CORP.HIDRA.ESENCIAL DERMAGLOS BOM 300 ML|300|ml|DERMAGLOS
7793281493489|1|HAMBURGUESA CLÁSICA D/CARNE X12 UNIÓN GANADERA CJA 996 GRM|996|grm|UNION GANADERA
7792360094524|1|CHOCOLATE C/LECHE Y ALMENDRAS VIZZIO FWP 35 GRM|35|grm|VIZZIO
7790070318398|1|FIDEOS LUCCHETTI DEDALITOS 500gr|500|Gr|MOLINOS RIO DE LA PLATA S.A.
7793913013474|1|ARROZ CON LECHE CON CANELA TREGAR POT 180 GRM|180|grm|TREGAR
7790895003875|1|AGUA MINERAL SIN GAS BON AQUA BOT 1.5 LT|1500|cmq|BONAQUA
7792640001945|1|SHAMPOO NATURAL OIL CON ARGAN CAPILATIS BOT 420 ML|420|ml|CAPILATIS
7790580144197|1|SALSA D/TOMATE NAPOLITANA LA CAMPAGNOLA FRA 350 GRM|350|grm|LA CAMPAGNOLA
7798224213353|1|PROVENZAL LA PARMESANA PAQ 35 GRM|35|grm|LA PARMESANA
7790894899721|1|CEL MOTO E6I GRIS|1.00|unidad|MOTOROLA
7798115620604|1|VINO GRAN CABERNET SAUV FINCA MARTHA BOT 750 ML|750|ml|FINCA MARTHA
7791869030415|1|TAPA P/EMPANADA TIA ÑATA HORNO/FREIR BOL 12 UNI 300 GRM|300|grm|TIA ñATA
7793008018599|1|COLORACION CREMA N°1 ULTRA BRILLO EXT.ISSUE CAJA 1 UNI|1|uni|ISSUE
7790040133570|1|ALFAJOR MINI TORTA BLANCO AGUILA FWP 69 GRM|69|grm|AGUILA
0040000000518|1|STARBURST CARAMELO MASTICABLE SURTIDO PAQ.X 58.7G|1.00|unidad|Sin Marca
7791762255205|1|CUADERNO AVON CUADRIC.22x29 84Hojas.|84|uni.|LEDESMA S.A.A.I. BOIXADOS
0883314658347|1|PLATO HONDO HARENA 24cm|1|uni.|MERCATOR S.A
7791293049700|1|DESODORANTE GRANDPRIX PATRICHS AER 230 ML|230|ml|PATRICHS
7790990001875|1|JABÓN LÍQUIDO EVOLUTION ESCUDO PROTECTOR ZORRO DOY 800 ML|800|ml|ZORRO
8445290274243|1|CACAO E/POLVO NESCAO PAQ 150 GRM|150|grm|NESCAO
7795643021651|1|ANILLOS P PCIO LIMON AZUC|400.00|gr|PRIMER PRECIO
7790360965721|1|PATE SWIFT PIMIENTA VERDE|85.00|gr|SWIFT
7790613072183|1|LIMPIADOR SUIZA P.VINILICOS 900cc|900|cc|VILLARD LOUIS S.A.
7798091450318|1|AGUA MINERAL LAGOA 500 CC|500|cc|CAFE PERMEKE S.R.L.
0196379778715|1|NOTEB LENOVO 3114ADA05|1.00|unidad|LENOVO
7790894901028|1|CEL MOTO G04 NARANJA|1.00|unidad|MOTOROLA
7790314010385|1|VINO DRALION CABERNET-SYRAH 750 ML|750|ml|FECOVITA LTDA.
7798090356246|1|*CANELON PETS 1un|1|uni.|PET'S CLASS
7798120231383|1|BUDINERA EL SIGLO C/TUBO N26|1|uni.|MENAJE EL SIGLO
7792900990750|1|SALSA SAB.QUESO CHEDDAR DOS ANCLAS PET 350 GRM|350|grm|DOS ANCLAS
7791337010291|1|YOG.DESCREM.NATURAL C/CEREAL LA SERENISIMA POT 159 GRM|159|grm|LA SERENISIMA
7790040139657|1|GALLETITAS DULCES RELL.SAB. FRUTILLA MERENGADAS PAQ 88 GRM|88|grm|MERENGADAS
7790580142124|1|HELADO CHOCOLATE C/MANI Y DDL COFLER POT 500 GRM|500|grm|COFLER
7798041520146|1|MUZZARELLA GRANJA ARRIVATA BOCHA PAQ 200 GRM|200|grm|ARRIVATA
7794490630245|1|DESOD.ETIQUET ROLIT CLASICO 60ml.|60|ml|GLAXO SMITH KLINE ARGENTINA S.A.
7509552947991|1|KIT EXCELLENCE CREME T:6 RUBIO OSCURO L'ORÉAL CJA 1 UNI|1|uni|LOREAL
7798377530093|1|SALSA A BASE D/PALTA CONGELADA GUACAMALE SCH 200 GRM|200|grm|GUACAMALE
7790065007559|1|ROLLO FILM ADHERENTE ROLOPAC 200 MTS X30 CM|200|mtr|ROLOPAC
7790310988114|1|CHEETOS ONDULAD.SABOR KETCHUP PAQ 80 GRM|80|grm|CHEETOS
7798085681582|1|JUGO DE LIMÓN CHEF CITRIC TTB 500 ML|500|ml|CITRIC
7790787000654|1|DCE DE LECHE REP ILOLAY|1000.00|gr|ILOLAY
7790150049266|1|NUEZ MOSC.ALICANTE MOLIDA|1.00|kg|SIN MARCA
8904227314389|1|SAHUMERIOS ZED BLACK HEXAGONAL 15un|15|uni.|YURITY S.A.(ENE&EME)
6922327814051|1|MATE DE VIDRIO FORRADO C/BOMBILLA EN CAJ|1|uni.|YURITY S.A.(ENE&EME)
7792281006309|1|PINZA CAROL P/HIELO C/U|1|uni.|CINCAM(CAROL) S.A.C.I.F.A. e I.
7798015650756|1|PAPA CORTADA PRECOCI.AL VACIO SANTA MARIA BSA 500 GRM|500|grm|SANTA MARIA
7791287000694|1|YOG BEB ENT DZNO L NUEVA|900.00|gr|LA NUEVA
0195908726555|1|NOTEB HP DY2061LA I3|1.00|unidad|HP
7790117061379|1|PERCHA DRESSWARE CORBATERA MAD. C/U|1|uni.|NECHO S.A.
7790990000656|1|LIMPIADOR LÍQUIDO COCINA ZORRO GAT 500 ML|500|ml|ZORRO
7794759003063|1|MERMELADA D/CIRUELA LIGHT  CAROYENSE FRA 390 GRM|390|grm|CAROYENSE
7793344009633|1|SERVILLETAS ELEGANTE|150.00|unidad|ELEGANTE
7790787960767|1|LECHE LARGA VIDA 0% LACTO|1.00|l|ILOLAY
7790940216250|1|TOALLAS FEM.DONCELLA ULTRAFINA 16un|16|uni.|LENTERDIT S.A.
7792798013494|1|CERVEZA SIN ALCOHOL 0,0% STELLA ARTOIS PAK 2838 ML|2838|cmq|STELLA ARTOIS
7791113004445|1|MERMELADA EMETH FRAMBUESA FRA 454 GRM|454|grm|EMETH
4895125921950|1|ESPONJA D/BAÑO AMARILL.D/LUJO C/SOGA BASICARE PAQ 1 UNI|1|uni|BASICARE
7790598012358|1|ESENCIA D UBALDO LIQUI BT|100.00|cm3|DON UBALDO
7794321713437|1|REPUESTO MOPA TASK MULTIUSO 1un|1|uni.|ILKO ARGENTINA S.A
7792410532181|1|WHISKY PRIDE BLENDER S BOT 1000 ML|1000|ml|BLENDERS
7791337009981|1|YOG.GRIE.SAB.NAT.ENDUL. YOGURISIMO POT 190 GRM|190|grm|YOGURISIMO
7798123971569|1|VINO TINTO MALBEC CHAC CHAC BOT 750 ML|750|ml|CHAC CHAC
7798137490131|1|RADICHETA PICADA|1|uni|LAS PARCHITAS
7796885486758|1|MICRO DAEWOO D223DG|1.00|unidad|DAEWOO
7792758012253|1|GASEOSA LIMA LIMON SECCO BOT 2.25 LTR|2.25|ltr|SECCO
7791675908410|1|ACEITUNAS VERDES CLÁSICAS CASTELL POU 90 GRM|190|grm|CASTELL
7798102242109|1|CALF EMEGE EURO 3000ST|1.00|unidad|EMEGE
7798118418963|1|VASOS DURAX IKEA BUBBLES 6x420ml|1|uni.|METEORA DURAX
7798327950124|1|YOGUR BATIDO DESCR.C/MANGO FAMILIA BEAUDROIT FRA 160 GRM|160|grm|BEAUDROIT
7791019172101|1|CEREAL 3 ARROYOS ARITOS DE AVENA Y MIEL BOL 180 GRM|180|grm|3 ARROYOS
7792640000368|1|SAVIA CAPILATIS BRILLANTE 500ml|500|ml|CAPILATIS S.A
7798125810934|1|AVENA TOSTEX TRADICIONAL|300.00|gr|TOSTEX
7790150161500|1|MIX CAPP LV MOCHA DP|125.00|gr|LA VIRGINIA
7509546687049|1|CR DENT COLGATE SEN PRO|180.00|gr|COLGATE
0070330728509|1|MAQUINA DE AFEITAR SENSITIVE SHAVER BIC PAQ 7 UNI|7|uni|BIC
0190199807068|1|TABLET IPAD 10 2 32G GRAY|1.00|unidad|APPLE
7792180004741|1|PAN RALLADO MAMA COCINA 500 GRS.|500|Gr|MOLINO CAÑUELAS S.A.C.I.F.I.A. ACEITES
0022796917515|1|SHAMPOO ANTI-BREAKAGE+KERATIN OIL OGX BOT 385 ML|385|ml|OGX
7791113001291|1|MERMELADA EMETH ARANDANOS FRA 454 GRM|454|grm|EMETH
7798237965317|1|PEINE MOON C/MANGO CAREY|1.00|unidad|MOON
7891155017318|1|COPA MILK TROPICAL NADIR 1un|1|uni.|DISTRIBUIDORA BRASIN SA
7797222006394|1|CEPILLO NEUMATICO TAO X 1 UNI|1|uni|TAO
7793913013252|1|YOGUR ENT.C/FRUTAS ARÁNDANO TREGAR POT 160 GRM|160|grm|TREGAR
7792180139566|1|ARROZ PARBOIL CAÑUELAS|1000.00|gr|CAÑUELAS
7791398030818|1|PORTA CHUPETE TEDDY OSITO|1.00|unidad|TEDDY
7791728247848|1|VINO TORRONTES SANTA JULIA BOT 750 ML|750|ml|SANTA JULIA
7791564136542|1|QUESO AZUL GRANDBLU BAVARIA FWP 125 GRM|.125|grm|BAVARIA
7790990002841|1|JABÓN LIQ.CON.P/DILUIR + BIDÓN PLATINUM ARIEL PAK 500 ML|500|ml|ARIEL
7790240096941|1|VINO CABERNET SAUVIGNON TRAPICHE MEDALLA BOT 750 ML|750|ml|TRAPICHE
7622201702717|1|JUGO E/POLVO SAB.NARANJA DZNO.CLIGHT SOB 7,5 GRM|7.5|grm|CLIGHT
7792350067217|1|LENTEJAS SECAS INALPA VIDA LAT 300 GRM|300|grm|INALPA VIDA
7791600619145|1|PERF CIEL LOVE|60.00|cm3|CIEL
7790950003437|1|AMARGO TRES TORRES BLANCO 1500 CC.|1500|cc|CEPAS ARGENTINA S.A.
7791600060473|1|DESOD.CHESTER ICE 150cc|150|cc|CANNON PUNTANA S.A.
7798065730347|1|AGUA SIERRA DE LOS PADRES POMELO S/GAS 1|1500|cc|NUTRECO ALIMENTOS S.A. .
7790900046323|1|POTE HERM.BOLZIP RED. 2500ml|2|uni.|INDUSTRIAS IBERIA S.A.I.C
7793913000504|1|ARROZ CON LECHE TREGAR LIGHT POT 180 GRM|180|grm|TREGAR
7798332150151|1|CERVEZA IPA TIMELESS RED BIERHAUS LAT 473 CMQ|473|cmq|BIERHAUS
7790790120288|1|JARDINERA INCA CON CHOCLO LAT 350 GRM|350|grm|INCA
7790748000013|1|CABALLA PUGLISI S/S ACEIT|380.00|gr|PUGLISI
7791866000381|1|KETCHUP NATURA DOY PACK 250 GR.|250|Gr|NIZA S.A.
7793890258851|1|PAN P/HAMBURGUESAS CON SÉSAMO FARGO PAQ 210 GRM|210|grm|FARGO
7791337009707|1|ACTIMEL FRUTILLA|600.00|gr|ACTIMEL
7796962406471|1|AIRE PHILCO 3500 FC|1.00|unidad|PHILCO
7790613071131|1|LIMPIADOR SUIZA P.FLOT.Y PLASTIF. 400cc.|400|cc|VILLARD LOUIS S.A.
7790691004892|1|*TAZA Y PLATO DAYSAL DINOS 2pzas|2|uni.|DAYSAL S.R.L.
7797453971867|1|PEDIGREE RODEO POLLO 4 X 17.5gr|4|uni.|MASTERFOODS ARGENTINA LTDA.
7791813434450|1|GASEOSA SEVEN UP SIN AZUCAR BOT 2,25 LTR|2250|cmq|SEVEN UP S/AZUC
7793008012757|1|KIT COLORAC.E/CR.T:8.3 RUBIO CLARO DORADO ISSUE CJA 1 UNI|1|uni|ISSUE
7798170290149|1|DCE MEMBRILLO BLASON|700.00|gr|BLASON
7798146139359|1|ADEREZO MAYONESA C/ACE.OLIVA TAU PET 290 GRM|290|grm|TAU
7794321019201|1|BOLSA D/RESIDUOS 45X60 CM IMPEKE PAQ 15 UNI|15|uni|IMPEKE
7790070035950|1|PATITAS DE POLLO GRANJA DEL SOL PAQ 1100|1.1|kgm|PATITAS
7790230033031|1|FIDEOS GUISEROS SEM. MATARAZZO MOÑOS PAQ 500 GRM|500|grm|MATARAZZO
0742832945998|1|CEL KODAK SMARTWAY L1+ S|1.00|unidad|KODAK
7891361965083|1|PLATO POSTRE DONNA ROJO 18cm|1|uni.|MERCATOR S.A
7792281018401|1|*BASURERO ACERO BCO.C/PEDAL 6lts|1|uni.|CINCAM(CAROL) S.A.C.I.F.A. e I.
7798125101636|1|REBOZADOR SIN GLUTEN STURLA PAQ 500 GRM|500|grm|STURLA
7794058701707|1|MEDALLON D/POLLO C/ESPINACA ARTICO PAQ 500 GRM|500|grm|ARTICO
7791293049458|1|ANTITRANSPIRANTE ANTIB. PROTECTI.REXONA AER 150 ML|150|ml|REXONA
7798151952332|1|PASTA DE MANI KING|485.00|gr|KING
7790770602209|1|PROTECT.DIAR.NORMAL CALIPSO PAQ 80 UNI|80|uni|CALIPSO
7891962063119|1|WAFER SABOR CHOCOLATE VISCONTI FWP 78 GRM|120|grm|VISCONTI
7790117000606|1|BOLSA HERMETICA SEPARATA 35 X 45 PAQ 20 UNI|20|uni|SEPARATA
8028277001546|1|PURE DE TOMATE MAZZA BOT 680 GRM|680|grm|MAZZA
0070330316072|1|MARCADOR BIC IND.FINO C/GRIP 1un.Negro|1|uni.|BIC ARGENTINA S.A.
7798217939314|1|BAGUETTE COTO  X 215 GRM|215|grm|.
7792900990682|1|SALSA BARBACOA DOS ANCLAS PET 410 GRM|410|grm|DOS ANCLAS
7798186071367|1|PURE DE PAPA Y ZAP P PCIO|100.00|gr|PRIMER PRECIO
7798364400422|1|CEPILLO MERAKI MEDIO|2.00|unidad|MERAKI
4958415324708|1|LAMPARA AKAI GOTA 5W.Fria|1|uni.|AKAI ENERGY(cia de comercio sa)
7790911007467|1|GRASA REVIGAL DE LITIO 250cc|250|cc|REVIGAL
7791293050140|1|ACOND.LISO EFECTO BOTOX TRESEMME BOT 880 ML|880|ml|TRESEMME
7506195143834|1|ENJUAGUE CONCENTRADO BRISA DE VERANO DOWNY BOT 500 ML|500|ml|DOWNY
7790580136086|1|PROVENZAL LA CAMPAGNOLA SOB 23 GRM|23|grm|LA CAMPAGNOLA
7792180144959|1|POLVO P/BIZCOCHUELO SAB.VAINI. MAMA COCINA CJA 540 GRM|540|grm|MAMA COCINA
4895125934325|1|CEPILLO DE CABELLO RECTANGULAR C/PAD BASICCARE X1 UNI|1|uni|BASICARE
7790150441282|1|SOPA ALICAN ARROZ C/POLLO|63.00|gr|ALICANTE
7806810200226|1|*MOLDE ILKO JAZMIN COBRE 23cm|1|uni.|ILKO ARGENTINA S.A
7791324157466|1|GALL.RELL. FRUTILLA MINI PITUSA PAQ 160 GRM|160|grm|MINI PITUSAS
7792180143488|1|GALLETITAS DULCES ANILLOS SAB. COCO 9 DE ORO PAQ 180 GRM|180|grm|9 DE ORO
7790863009489|1|ALIM.A BAS.D/PROT.ARV.ARROZ DULKRE POU 250 GRM|250|grm|DULKRE
7798468610031|1|PIZZA LIST MUZZ/CANT SABR|600.00|gr|SABROSA
7798412880022|1|VINO PICAPEDRERO TANNAT|750.00|cm3|PICAPEDRERO
0000077903785|1|MILKA ALFAJOR MOUSSE TRIPLE X 55 GR.|1.00|unidad|Sin Marca
7792410008365|1|LICOR CUSENIER CAFE AL COGNAC 700CC|700|cc|PERNOD RICARD ARGENTINA SRL
7798328070524|1|VELITAS HAPPY RESORTE FLUO 4un|4|uni.|COTILLON SMILE
7793913013795|1|YOGUR ENTERO C/MANGO MARACUYA TREGAR POTE 160 GRS.|160|grm|TREGAR
7792640008326|1|COLORACION CAPILATIS 7.1RUB.CEN|1|uni.|CAPILATIS S.A
8006680040321|1|FID.GUI.SEM PENNE RIGATE DELVERDE PAQ 500 GRM|500|grm|DELVERDE
7790580130022|1|HELADO VAIN-AMERICANA- DDL TRES CREMAS BAL 1 KGM|1|kgm|ARCOR
0196800534675|1|NOTEB LENOVO 14ADA7 R5|1.00|unidad|LENOVO
7798088562451|1|ALIMENTO PARA GATO KONGO FORT BSA 1 KG|1|kgm|KONGO
7791451071628|1|DCE.BATATA ESNAOLA LATA|5.00|kg|ESNAOLA
7798091104549|1|CHOCOLATE ALPINO P/MOLDEO SEMIAMARGO 500|500|Gr|COTILLON SMILE
7791337007796|1|LECHE CHOCOLATADA SAB.MOCHA CINDOR TTB 1 LTR|1|ltr|CINDOR
7702026150600|1|TOALLA HIGIENICA DISCREET MAXI TENA PAQ 30 UNI|30|uni|TENA
7891000108819|1|CAFE SOLUBLE NESCAFE CLASICO FRA 170 GRM|170|grm|NESCAFE
7792180139627|1|PVO P/BIZCOCHUELO CHOCOLATE MAMÁ COCINA PAQ 540 GRM|540|grm|MAMA COCINA
7797678020111|1|NOTEBOOK EXO SMART RA6 PL|1.00|unidad|EXO
7891024123362|1|CREMA DENTAL COLGATE MAX WHITE CRYSTAL MINT CJA 180 GRM|180|grm|COLGATE
7797222003492|1|COLINES VARIOS COLORES RAYADOS BSA 12 UNI|12|uni|TAO
7798088563328|1|ALIM.P/PERROS AD.RAZA PEQ. KONGO GOLD BSA 3 KGM|3|kgm|KONGO
7798119220299|1|ENERGIZANTE SPEED LAT 269 ML|269|ml|SPEED UNLIMITED
7896004011790|1|PAPAS FRITAS SAB.CHEDDAR Y BACON PRINGLES TUB 105 GRM|105|grm|PRINGLES
7790894900991|1|CEL MOTO G04 NEGRO|1.00|unidad|MOTOROLA
7791102054918|1|PALMITOS P PCIO ENTEROS|270.00|gr|PRIMER PRECIO.
0742832945943|1|CEL KODAK SMARTWAY L1+ B|1.00|unidad|KODAK
7798032482682|1|SOGA SALTAR FIORELLA 1un|1|uni.|MAR-PLAST S.A
7793890262148|1|PAN LACTEADO RODAJAS FINAS FARGO PAQ 510 GRM|510|grm|FARGO
7798096213604|1|MINI BURRATA WAPI 125 GRM|125|grm|WAPI
7794820903339|1|DULCE D/LECHE C/CREMA MILKAUT POT 320 GRM|320|grm|MILKAUT
7790990004111|1|JABÓN TOCADOR RECONEXIÓN VITA GLIC PLUSBELLE X1 120 GRM|120|grm|PLUSBELLE
7790520026293|1|BLOQUE ADHES.WC.LAVANDA PATO PURIFIC CJA 24,6 GRM|24.6|grm|PATO PURIFIC
7790070431530|1|RISOTTO TRATTORIA SAB.PARMES. Y AZAFRÁN GALLO PAQ 240 GRM|240|grm|GALLO
7790989003248|1|PICADILLO LA NEGRA|90.00|gr|LA NEGRA
7793008019749|1|KIT LEAU VIVE N4 CASTA OS|1.00|unidad|LEAU VIVE
7798140256793|1|ACOND TIO NACHO HERBOLARI|200.00|cm3|TIO NACHO
7791600065478|1|DESOD.CARO CUORE 123ml|123|ml|CANNON PUNTANA S.A.
0070330348134|1|MARCADOR BIC PIZARRA MARKING 1un.Negro|1|uni.|BIC ARGENTINA S.A.
7798058680529|1|VINO PETIT VERDOT VIA FLAVIA BOT 750 ML|750|ml|VIA FLAVIA
7791293043845|1|DESODORANTE BODY SPRAY GOLD AXE AER 150 ML|150|ml|AXE
4005900806154|1|CREMA HIDRATANTE EN GEL ROSE CARE NIVEA CJA 50 ML|50|ml|NIVEA
7708228051196|1|LAVARROPAS CS WHIRLPOOL WW11BTA . . .|1|uni|WHIRLPOOL
7798140256687|1|SHAMPOO ANTI - DAÑO CON ALOE VERA TIO NACHO CJA 415 ML|415|ml|TIO NACHO
7790616000572|1|PATEGRAS VACALIN PAQ  300 GRM|300|grm|VACALIN
7790010002813|1|PROTECT.DIARIOS S/PERFUME CAREFREE PAQ 20 UNI|20|uni|CAREFREE
7790520028457|1|LIMP.LIQ.DESINFECTANTE FLORAL PERFECT.LYSOFORM BOT 1,8 LTR|1.8|ltr|LYSOFORM
7794770105357|1|AJI VINAGRE YOVINESA FRA 330 GRM|330|grm|YOVINESSA
7798058680437|1|VINO TINTO CABERNET FRANC CONCLAVE BOT 750 ML|750|ml|CONCLAVE
7798053651128|1|MOLINILLO INDO SAL DE MONTAÑA FRA 120 GRM|120|grm|INDO
7798102241713|1|CALEF COPPENS UCO 30/60TB|1.00|unidad|COPPENS
7509546692258|1|CR DENT ODOL DOBLE ACCI|90.00|gr|ODOL
7791520012187|1|DESOD.VERITAS CREMA ESENCIAL 60gr|60|Gr|LA FARMACO ARGENTINA I.Y.C.S.A.
7798116660173|1|VINO TINTO PASIONADO 4 CEPAS ANDELUNA BOT 750 ML|750|ml|ANDELUNA
7793147574093|1|CERVEZA S/ALCOHOL 0.0 HEINEKEN LAT 473 CMQ|473|cmq|HEINEKEN
7791102047323|1|JAB COOP GLICER NEUTRO|125.00|gr|COOPERATIVA
7795165001414|1|SALCHICHA T/ALEMANA FRIOLIM PAQ 5 UNI 420 GRM|420|grm|FRIOLIM
7794820903605|1|YOGUR BEBI.ENT.DES.NATURAL MILKAUT BOT 950 GRM|950|grm|MILKAUT
7792180136657|1|HARINA LEUDANTE ULTRA REFINADA 0% SODIO PUREZA PAQ 1 KGM|1|kgm|PUREZA
7790580131784|1|JUGO BC DISPLAY LIMONADA 18 x 7 gr.|18|uni.|ARCOR S.A.I.C.
7798217939789|1|COQUITOS PAQ 200 GRM|200|grm|.
0070942001595|1|PALILLO INTERDENTAL GUM PLASTICO CON PUNTA DE HULE 12U|12|uni|GUM
0754697468925|1|ESCOBA P/EXTERIORES MEROPE GLOW X1 UNI|1|uni|GLOW
7790407031075|1|CHOCOLATE AGUILA BLANCO PAQ 100 GRM|100|grm|AGUILA
7798140256151|1|SHAMPOO C/KETOCONAZOL TRIATOP BOT 165 ML|165|ml|TRIATOP
7792360097617|1|CAFE TORRADO SUAVE BONAFIDE PAQ 200 GRM|200|grm|BONAFIDE
7790580129484|1|POSTRE BC VAINILLA 50G|50.00|gr|BC
8718699615239|1|PLAFON PHILIPS REDONDO 22x5cm 18W.CALIDO|1|uni.|TRANS.SRL
7790900015664|1|*REPUESTO AERO MATIC IBERIA VAINILLA 250|250|ml|INDUSTRIAS IBERIA S.A.I.C
7500435235365|1|ACONDICIONADOR LISO INFINITO PANTENE BOT 400 ML|400|ml|PANTENE
7791102044797|1|INF COOP BOLDO 25U|37.50|gr|COOPERATIVA
7790894901868|1|CEL MOTO G06 128GB VERDE|1.00|unidad|MOTOROLA
7798120230652|1|PAVA EL SIGLO A/BRONCE N16|1|uni.|MENAJE EL SIGLO
4895125971184|1|ESPEJO COMPACTO P/MAQUILLAR ROSÉ BASICCARE BLI 1 UNI|1|uni|BASICARE
7790520025869|1|INSECT.MATA MOSCAS Y MOSQUITOS FUYI AER 360 CMQ|360|cmq|FUYI
8445290573629|1|ALIM.GATOS ADULTOS MEGAMIX FELIX BOL 3 KGM|3|kgm|FELIX
7798162670713|1|VINO PROFUGO MALB FRU ROJ|750.00|cm3|PROFUGO
7791600295028|1|PERF CIEL MAGIC|50.00|cm3|CANNON
7792180143266|1|GALL.DULC.PEPAS C/MEMBRILLO 9 DE ORO PAQ 140 GRM|140|grm|9 DE ORO
7790520031501|1|LIMP.MULT.SUP.FLORAL BLEM GAT 400 ML|400|ml|BLEM
7791250001017|1|VINO SAN TELMO SELECCION CAB.SAUV. 750 C|750|cc|GRUPO PEÑAFLOR S.A.
7797453001496|1|WHISKAS ADULTO PESCADO SOUFFLE POUCH 85|85|Gr|MASTERFOODS ARGENTINA LTDA.
7899808880845|1|ORGANIZADOR PLASUTIL MULT.P/ 17 HUEVOS 3|1|uni.|SIENA SA (PLASUTIL)
7798108834131|1|VINO BLEND SYRAH CABERNET CALLIA BOT 750 ML|750|ml|CALLIA
7790975198613|1|ESPUMANTE EXTRA BRUT CHANDON BOT 750 ML|750|ml|CHANDON
4894947011689|1|CEL TECNO SPARK 20C 128 B|1.00|unidad|TECNO
4711121610189|1|NOTEB ACER N305 ASPIRE I3|1.00|unidad|ACER
7798336140080|1|FID ANDIAMO TIRAB AV INT|350.00|gr|ANDIAMO
7790070317452|1|CAPELLETIS LUCCHETTI JAMON Y QUESO PAQ 500 GRM|500|grm|LUCCHETTI
7790070433237|1|REBOZADOR AJO Y PEREJIL PREFERIDO PAQ 500 GRM|500|grm|PREFERIDO
7790670052869|1|MEDALLON DE CARNE VAC.C/SOJA PATY EXPRESS FWP 110 GRM|110|grm|PATY
7790380019633|1|CEREALES SAB.CHOCOLATE TODDY BSA 200 GRM|200|grm|TODDY
7793750009821|1|YERBA MATE PIPORE CON PALO PAQ 1 KGM|1|kgm|PIPORE
7790000152245|1|POSA PAVA METALICO NEGRO 20 CM.|1|uni.|YURITY S.A.(ENE&EME)
7798107410497|1|VINO MALBEC ETNIA ROBLE BOT 750 CC|750|cmq|ETNIA
7798048720440|1|POROTOS ALUBIA OLINTO|400.00|gr|OLINTO
7791102069653|1|TAPA EMPA HOJALD PRI PRE|330.00|gr|PRIMER PRECIO
7798039850255|1|YERBA MATE ANDRESITO|2.00|kg|ANDRESITO
0071160071209|1|FUENTE PIREX CUADRADA 1.9lts 20x20x5cm|1|uni.|MERCATOR S.A
7791293049960|1|ACOND.TRESemme KERA ANTIFRIZZ 500 CC|500|cc|UNILEVER DE ARG.S.A. ( PC )
0727373234152|1|GIN NEGRONI VERMOUTH RESTINGA CJA 500 ML|500|ml|RESTINGA
0816855020700|1|BUDIN MARMOLADO LANIN PAQ 170 GRM|170|grm|LANIN
7622201745967|1|JUGO E/POLVO ANANÁ TANG SOB 15 GRM|15|grm|TANG
7798333090050|1|B/CEREAL MUECAS PASAS/ALM|45.00|gr|MUECAS
7790770602247|1|PROT CALIPSO RESPIRABLES|50.00|unidad|CALIPSO
7790895000225|1|SPRITE ENV.RETORNABLE 2000cc|2000|cc|EMBOTELLADORA DEL ATLANTICO S.A.
7794170039887|1|TOALLON ARCO IRIS DETROIT 80x150|1|uni.|SAHADE S.A.
7792799000905|1|AGUA SIN GAS NESTLE PUREZA VITAL BOT 1,5 LTR|1500|cmq|NESTLE
4895125910565|1|VINCHA COSMÉTICA BASICCARE BLI X1 UNI|1|uni|BASICARE
7791102070550|1|FID COOPERATIVA MOSTACHOL|500.00|gr|COOPERATIVA
7798003220275|1|ATUN MARECHIARE CHAMPIGNO|180.00|gr|MARECHIARE
7791290795006|1|JAB.PVO.GRANBY MATIC LIMO|400.00|gr|GRANBY
